listing_id,seller_id,material_type,quantity_kg,price_per_kg,latitude,longitude,industry,quality_grade,available_monthly,created_at
L0552,C416,Metal_Scrap,4207,30.11,12.927524,76.419945,Construction,A,True,2026-02-19T22:27:27.199582
L0553,C338,Construction_Debris,941,1.8,14.188201,81.90964,Food_Processing,C,True,2026-02-13T22:27:27.199625
L0554,C322,Construction_Debris,3833,4.23,30.947848,75.188366,Food_Processing,B,False,2026-02-02T22:27:27.199668
L0555,C476,Wood,3252,3.05,31.588249,77.813259,Food_Processing,C,False,2026-02-01T22:27:27.199711
L0556,C403,Organic,3767,2.19,20.077943,81.163664,Energy,A,False,2026-02-10T22:27:27.199754
L0557,C122,Construction_Debris,4124,2.34,23.674502,76.394534,Energy,C,True,2026-01-30T22:27:27.199796
L0558,C396,Organic,3662,0.19,22.390484,84.554531,Construction,B,True,2026-02-22T22:27:27.199839
L0559,C145,Paper,4315,6.24,10.633729,81.698547,Manufacturing,C,True,2026-01-30T22:27:27.199882
L0560,C193,Organic,3157,1.77,22.062045,80.565974,Construction,B,True,2026-02-16T22:27:27.199925
L0561,C184,Metal_Scrap,2474,26.6,20.103218,83.3487,Electronics,A,True,2026-02-12T22:27:27.199968
L0562,C056,Plastic,1854,16.98,20.274092,77.995659,Electronics,C,True,2026-01-29T22:27:27.200025
L0563,C006,Metal_Scrap,1566,39.26,14.856877,80.056344,Energy,A,True,2026-02-01T22:27:27.200075
L0564,C479,Organic,4578,1.59,13.70966,78.354002,Energy,B,True,2026-02-04T22:27:27.200123
L0565,C227,Textile,863,4.75,16.120915,78.386361,Automotive,B,True,2026-02-17T22:27:27.200167
L0566,C018,Plastic,2168,18.86,30.571914,74.844363,Electronics,C,True,2026-01-29T22:27:27.200210
L0567,C086,Organic,107,1.5,24.902867,76.651034,Pharmaceutical,B,False,2026-02-07T22:27:27.200253
L0568,C069,Wood,4145,3.03,23.090233,76.242617,Pharmaceutical,B,True,2026-02-07T22:27:27.200297
L0569,C428,E_Waste,966,39.58,22.959157,79.800908,Steel,B,True,2026-02-02T22:27:27.200339
L0570,C418,Plastic,645,8.69,28.525197,77.837955,Steel,B,True,2026-02-03T22:27:27.200383
L0571,C477,Metal_Scrap,733,16.61,16.589416,79.567713,Textile,C,True,2026-02-22T22:27:27.200425
L0572,C479,Construction_Debris,2458,4.6,23.583889,75.651487,Construction,C,True,2026-02-06T22:27:27.200469
L0573,C128,Glass,4621,3.65,12.251345,80.44712,Electronics,B,False,2026-02-06T22:27:27.200511
L0574,C474,Plastic,2766,9.45,24.04001,79.968012,Steel,A,True,2026-02-04T22:27:27.200554
L0575,C234,Metal_Scrap,4202,37.23,24.148038,86.362508,Manufacturing,C,True,2026-02-24T22:27:27.200597
L0576,C071,Organic,4540,1.06,29.437778,77.909805,Food_Processing,C,True,2026-02-02T22:27:27.200641
L0577,C405,Textile,2374,10.69,10.526693,78.3701,Energy,C,False,2026-02-02T22:27:27.200684
L0578,C246,Metal_Scrap,452,39.12,24.074783,81.27487,Construction,C,True,2026-02-26T22:27:27.200727
L0579,C383,Paper,175,5.88,21.923089,78.336544,Food_Processing,A,True,2026-02-16T22:27:27.200770
L0580,C068,Metal_Scrap,869,15.62,21.465749,75.891485,Electronics,A,True,2026-02-27T22:27:27.200814
L0581,C166,Paper,4623,5.05,23.277759,85.504881,Energy,A,True,2026-02-19T22:27:27.200857
L0582,C418,Metal_Scrap,4190,15.04,10.487616,76.325055,Steel,B,False,2026-02-24T22:27:27.200900
L0583,C298,Paper,3126,7.86,27.871016,74.086959,Food_Processing,B,False,2026-02-26T22:27:27.200942
L0584,C154,Organic,4314,0.62,20.972194,82.860287,Pharmaceutical,B,True,2026-02-22T22:27:27.200985
L0585,C337,Construction_Debris,737,3.91,23.117957,86.248122,Pharmaceutical,A,False,2026-02-04T22:27:27.201039
L0586,C164,Metal_Scrap,2170,22.96,30.250335,74.217197,Steel,C,False,2026-02-16T22:27:27.201086
L0587,C452,Textile,3420,6.68,30.329733,74.765879,Pharmaceutical,B,True,2026-02-07T22:27:27.201130
L0588,C224,Metal_Scrap,3899,39.87,24.895318,81.174002,Manufacturing,B,True,2026-02-01T22:27:27.201174
L0589,C015,Construction_Debris,1079,1.77,27.879129,77.333899,Textile,C,False,2026-01-30T22:27:27.201217
L0590,C209,Plastic,928,11.58,29.303208,77.481311,Chemical,A,True,2026-02-12T22:27:27.201261
L0591,C462,Organic,975,0.13,23.403669,81.708741,Automotive,B,True,2026-01-30T22:27:27.201304
L0592,C292,Metal_Scrap,4497,21.3,28.055494,77.72842,Automotive,A,True,2026-02-19T22:27:27.201347
L0593,C391,Paper,1601,2.74,15.056141,81.674109,Manufacturing,A,True,2026-02-05T22:27:27.201390
L0594,C294,Paper,3384,5.13,31.957353,76.571482,Construction,B,False,2026-02-22T22:27:27.201434
L0595,C352,Organic,1177,0.25,10.98733,80.48879,Construction,C,True,2026-02-10T22:27:27.201477
L0596,C236,Metal_Scrap,2110,33.07,21.860551,83.646765,Chemical,A,True,2026-02-12T22:27:27.201520
L0597,C128,Glass,3751,4.92,23.926591,83.880232,Automotive,C,True,2026-02-25T22:27:27.201563
L0598,C125,Glass,1391,5.32,13.038714,79.868164,Textile,A,False,2026-01-31T22:27:27.201605
L0599,C212,Metal_Scrap,4222,36.73,23.481939,77.000918,Manufacturing,A,False,2026-02-27T22:27:27.201648
L0600,C018,Plastic,1670,12.28,24.4565,76.541661,Electronics,C,True,2026-02-19T22:27:27.201691
L0601,C407,Organic,4448,2.03,20.382436,89.769359,Food_Processing,B,False,2026-02-17T22:27:27.201734
L0602,C408,Organic,526,2.65,21.674718,79.626459,Chemical,C,False,2026-02-20T22:27:27.201778
L0603,C435,Metal_Scrap,1370,20.47,22.097322,77.907715,Automotive,A,False,2026-02-14T22:27:27.201820
L0604,C169,Construction_Debris,4820,1.94,23.252586,75.44253,Construction,A,True,2026-02-09T22:27:27.201863
L0605,C085,Plastic,4161,7.7,21.617244,75.172358,Pharmaceutical,B,False,2026-02-16T22:27:27.201906
L0606,C047,Paper,2008,6.75,25.47813,82.162361,Food_Processing,A,True,2026-02-09T22:27:27.201949
L0607,C163,Paper,4426,5.09,23.247147,82.878669,Automotive,A,True,2026-02-10T22:27:27.202028
L0608,C290,Plastic,1616,17.8,20.840085,75.664394,Manufacturing,A,True,2026-02-22T22:27:27.202076
L0609,C468,Metal_Scrap,2043,38.15,24.075008,83.114895,Textile,B,True,2026-02-03T22:27:27.202121
L0610,C312,Organic,1598,2.89,15.303228,77.174707,Textile,B,True,2026-02-27T22:27:27.202165
L0611,C072,Metal_Scrap,4567,39.11,24.459108,85.575833,Food_Processing,A,True,2026-02-15T22:27:27.202208
L0612,C457,Metal_Scrap,4064,29.91,23.503859,81.964865,Steel,C,True,2026-02-14T22:27:27.202251
L0613,C222,Metal_Scrap,2191,22.79,29.227485,77.018493,Pharmaceutical,A,False,2026-02-11T22:27:27.202295
L0614,C289,Metal_Scrap,2556,18.27,28.173347,76.003701,Electronics,A,False,2026-02-15T22:27:27.202338
L0615,C299,Wood,1995,2.98,14.019476,79.658593,Chemical,C,True,2026-02-05T22:27:27.202380
L0616,C416,Organic,2499,1.26,12.040388,80.974008,Electronics,B,True,2026-02-15T22:27:27.202423
L0617,C483,Wood,1769,4.19,23.017815,75.222365,Chemical,C,False,2026-02-07T22:27:27.202466
L0618,C275,Organic,2766,2.58,16.070303,78.543312,Food_Processing,B,True,2026-01-29T22:27:27.202509
L0619,C256,Construction_Debris,3695,2.16,14.776563,77.142476,Chemical,B,False,2026-02-18T22:27:27.202552
L0620,C426,Metal_Scrap,864,16.59,31.307447,77.399744,Food_Processing,A,True,2026-02-27T22:27:27.202595
L0621,C127,Organic,1473,1.29,23.017702,82.966077,Steel,C,True,2026-02-09T22:27:27.202639
L0622,C115,Metal_Scrap,147,33.65,21.60698,84.032438,Food_Processing,B,False,2026-02-16T22:27:27.202683
L0623,C214,Organic,1139,0.01,23.588592,81.467025,Steel,A,True,2026-02-18T22:27:27.202727
L0624,C272,Metal_Scrap,2229,29.6,24.265844,79.415279,Electronics,C,True,2026-02-22T22:27:27.202769
L0625,C486,Glass,2527,5.74,16.021237,78.570845,Electronics,B,False,2026-02-07T22:27:27.202812
L0626,C210,Plastic,3805,10.34,28.296174,76.758614,Chemical,B,True,2026-02-08T22:27:27.202855
L0627,C088,Metal_Scrap,1618,26.51,29.271304,78.589173,Textile,C,True,2026-02-07T22:27:27.202898
L0628,C371,Metal_Scrap,4364,37.17,11.65582,76.708578,Electronics,C,True,2026-02-22T22:27:27.202941
L0629,C053,Construction_Debris,4747,3.57,20.836309,89.572104,Textile,A,True,2026-01-29T22:27:27.202984
L0630,C173,Organic,4210,0.14,23.575187,78.975554,Steel,A,False,2026-02-25T22:27:27.203036
L0631,C139,Textile,1074,8.07,20.440864,75.872983,Pharmaceutical,A,True,2026-02-02T22:27:27.203084
L0632,C033,Organic,1587,2.39,22.596395,75.138438,Electronics,C,True,2026-02-19T22:27:27.203128
L0633,C088,Metal_Scrap,1769,39.4,20.084206,77.851286,Pharmaceutical,B,True,2026-02-27T22:27:27.203171
L0634,C210,Metal_Scrap,1771,21.14,24.172114,78.187762,Chemical,C,True,2026-02-17T22:27:27.203214
L0635,C111,Wood,3231,3.28,21.413988,83.901717,Steel,C,True,2026-02-14T22:27:27.203257
L0636,C392,Paper,1106,6.74,23.778992,78.444159,Automotive,B,True,2026-02-03T22:27:27.203301
L0637,C074,Wood,4819,4.19,23.83604,81.228684,Construction,B,True,2026-02-06T22:27:27.203344
L0638,C048,Plastic,657,5.28,22.201442,80.285506,Construction,A,True,2026-01-30T22:27:27.203387
L0639,C156,Paper,1733,6.4,27.013802,76.46537,Steel,A,True,2026-02-12T22:27:27.203430
L0640,C063,Metal_Scrap,1570,35.32,24.197762,86.773524,Electronics,C,True,2026-02-14T22:27:27.203473
L0641,C476,Paper,3809,5.75,22.260331,79.801692,Pharmaceutical,B,True,2026-02-17T22:27:27.203516
L0642,C332,Wood,2904,5.81,20.390156,81.520931,Pharmaceutical,A,True,2026-02-12T22:27:27.203559
L0643,C432,Metal_Scrap,464,18.73,21.469553,78.170173,Textile,A,False,2026-02-19T22:27:27.203602
L0644,C047,Wood,1652,3.59,31.218851,74.255227,Electronics,C,True,2026-02-06T22:27:27.203645
L0645,C190,Paper,780,5.19,17.132583,80.389382,Steel,A,True,2026-02-21T22:27:27.203688
L0646,C323,Glass,3745,4.64,20.97126,89.970948,Food_Processing,A,True,2026-02-03T22:27:27.203731
L0647,C093,Metal_Scrap,2940,17.33,31.899147,75.28128,Food_Processing,C,True,2026-02-26T22:27:27.203774
L0648,C174,Paper,505,6.53,22.581357,79.643478,Automotive,C,False,2026-02-26T22:27:27.203816
L0649,C048,Metal_Scrap,3580,18.08,24.057915,85.260623,Manufacturing,C,True,2026-02-27T22:27:27.203859
L0650,C456,Paper,4139,3.8,28.182978,77.43859,Steel,B,False,2026-02-25T22:27:27.203902
L0651,C183,Metal_Scrap,4052,39.61,29.685835,78.410933,Electronics,A,False,2026-02-20T22:27:27.203945
L0652,C338,Construction_Debris,2058,4.43,23.420229,75.576797,Energy,C,True,2026-02-12T22:27:27.203988
L0653,C471,Construction_Debris,672,3.78,22.362968,79.608315,Pharmaceutical,A,True,2026-02-14T22:27:27.204041
L0654,C143,Metal_Scrap,1012,21.7,24.560192,78.092604,Food_Processing,C,False,2026-02-19T22:27:27.204088
L0655,C344,Construction_Debris,2159,2.03,29.112556,76.694914,Construction,B,True,2026-02-27T22:27:27.204132
L0656,C209,Metal_Scrap,3135,34.77,27.65814,77.694244,Pharmaceutical,A,True,2026-02-07T22:27:27.204175
L0657,C234,Wood,4682,5.56,20.60708,87.792845,Chemical,C,True,2026-02-27T22:27:27.204218
L0658,C265,Construction_Debris,3018,2.41,13.379063,79.595297,Steel,C,True,2026-02-04T22:27:27.204261
L0659,C467,Metal_Scrap,3089,30.28,23.530483,84.616717,Manufacturing,C,True,2026-02-25T22:27:27.204305
L0660,C367,Organic,4682,2.39,24.604045,77.083899,Textile,C,True,2026-01-29T22:27:27.204348
L0661,C164,Construction_Debris,818,4.35,20.520056,76.578274,Textile,B,False,2026-01-31T22:27:27.204390
L0662,C278,Wood,1136,2.08,23.707848,78.13309,Chemical,A,True,2026-02-05T22:27:27.204433
L0663,C002,Metal_Scrap,3105,27.75,12.019027,77.758734,Manufacturing,A,True,2026-02-01T22:27:27.204477
L0664,C335,Plastic,713,6.3,10.972385,78.789463,Steel,A,True,2026-02-16T22:27:27.204519
L0665,C009,Paper,4125,2.75,16.751156,79.527866,Steel,C,False,2026-02-14T22:27:27.204562
L0666,C388,Paper,1601,4.83,12.895899,78.985026,Textile,B,False,2026-01-31T22:27:27.204605
L0667,C256,Organic,495,1.93,24.130637,79.483004,Energy,C,True,2026-02-09T22:27:27.204648
L0668,C124,Metal_Scrap,3407,27.85,23.523353,79.002527,Construction,A,False,2026-02-24T22:27:27.204690
L0669,C178,Metal_Scrap,4225,36.62,14.385683,76.485274,Food_Processing,B,True,2026-02-09T22:27:27.204733
L0670,C380,Organic,568,2.07,24.248215,76.354185,Energy,B,True,2026-02-14T22:27:27.204776
L0671,C385,Metal_Scrap,3543,33.13,23.463105,75.184169,Construction,C,False,2026-02-27T22:27:27.204819
L0672,C413,Organic,4601,0.89,10.757966,77.058037,Automotive,B,True,2026-02-22T22:27:27.204862
L0673,C228,E_Waste,4570,47.59,27.712595,79.611167,Manufacturing,C,True,2026-02-18T22:27:27.204905
L0674,C115,Metal_Scrap,708,22.06,13.929597,79.868413,Food_Processing,A,True,2026-02-23T22:27:27.204958
L0675,C250,Paper,2882,7.61,26.109797,85.725749,Steel,C,True,2026-02-22T22:27:27.205000
L0676,C472,Metal_Scrap,763,34.63,21.165694,78.319177,Textile,B,True,2026-02-14T22:27:27.205098
L0677,C160,Plastic,2638,8.87,24.726881,76.112322,Food_Processing,A,True,2026-01-30T22:27:27.205145
L0678,C460,Paper,587,3.93,17.342516,77.562101,Chemical,A,True,2026-02-25T22:27:27.205190
L0679,C165,Wood,4075,2.59,26.858391,84.552861,Pharmaceutical,B,True,2026-02-08T22:27:27.205234
L0680,C270,Plastic,4810,7.42,11.576496,79.082138,Food_Processing,B,False,2026-02-21T22:27:27.205278
L0681,C328,Metal_Scrap,2562,33.17,20.964126,79.433287,Electronics,A,True,2026-02-03T22:27:27.205321
L0682,C469,Metal_Scrap,3388,38.81,24.646825,77.875427,Energy,C,True,2026-02-24T22:27:27.205364
L0683,C312,Glass,2791,9.14,20.335743,81.700379,Pharmaceutical,C,True,2026-02-03T22:27:27.205407
L0684,C478,Wood,1557,5.59,22.294862,81.416761,Construction,C,False,2026-02-18T22:27:27.205450
L0685,C337,Paper,1452,4.68,27.609299,76.88971,Manufacturing,B,True,2026-02-19T22:27:27.205493
L0686,C495,Textile,3935,8.98,31.635169,77.252484,Chemical,B,True,2026-02-02T22:27:27.205536
L0687,C099,Construction_Debris,126,3.55,21.657921,78.771985,Food_Processing,B,True,2026-02-24T22:27:27.205579
L0688,C400,Metal_Scrap,3171,16.16,21.388562,83.718081,Electronics,C,True,2026-02-18T22:27:27.205622
L0689,C055,Construction_Debris,3580,2.14,21.808895,78.472652,Steel,B,True,2026-01-29T22:27:27.205665
L0690,C129,Construction_Debris,2197,1.16,27.092601,79.618822,Textile,C,True,2026-02-27T22:27:27.205709
L0691,C489,Organic,4895,1.41,22.94661,77.002644,Steel,A,True,2026-02-16T22:27:27.205752
L0692,C367,Construction_Debris,4355,2.29,23.157919,75.27801,Automotive,A,True,2026-02-23T22:27:27.205795
L0693,C074,Textile,4795,6.24,23.682322,75.880426,Construction,C,True,2026-02-19T22:27:27.205838
L0694,C204,Metal_Scrap,2611,24.24,28.912466,74.355436,Chemical,C,True,2026-02-02T22:27:27.205881
L0695,C228,Metal_Scrap,1453,21.05,24.034799,77.284245,Energy,A,True,2026-02-02T22:27:27.205924
L0696,C324,Metal_Scrap,951,29.42,29.810833,78.607196,Textile,A,True,2026-02-05T22:27:27.205967
L0697,C207,Plastic,4525,19.35,11.628731,80.91149,Construction,A,False,2026-01-31T22:27:27.206016
L0698,C039,Construction_Debris,3053,1.09,17.614088,80.682933,Textile,C,False,2026-02-07T22:27:27.206066
L0699,C166,Plastic,1713,16.58,21.863763,84.99025,Electronics,B,True,2026-02-15T22:27:27.206110
L0700,C242,Plastic,1755,6.44,12.904127,78.942296,Textile,A,False,2026-02-05T22:27:27.206154
L0701,C381,Metal_Scrap,2375,25.4,13.493324,78.017266,Manufacturing,B,True,2026-02-26T22:27:27.206197
L0702,C011,Paper,4836,3.59,13.319447,76.816098,Automotive,A,True,2026-02-12T22:27:27.206240
L0703,C273,Plastic,4281,19.62,22.153594,76.449045,Automotive,A,True,2026-02-05T22:27:27.206284
L0704,C375,Construction_Debris,1488,1.55,13.578621,78.807024,Pharmaceutical,A,False,2026-02-08T22:27:27.206327
L0705,C405,Metal_Scrap,3234,21.65,24.802892,81.672641,Pharmaceutical,C,True,2026-02-15T22:27:27.206369
L0706,C043,Paper,4001,4.4,30.484909,77.759166,Steel,B,False,2026-02-25T22:27:27.206413
L0707,C118,Textile,2749,6.04,23.849137,80.337798,Food_Processing,B,True,2026-02-17T22:27:27.206456
L0708,C383,Metal_Scrap,4982,27.44,24.529073,89.785375,Food_Processing,B,True,2026-02-26T22:27:27.206499
L0709,C074,Construction_Debris,4005,1.73,21.757544,79.282905,Pharmaceutical,A,False,2026-02-05T22:27:27.206542
L0710,C359,Organic,3790,1.98,24.11519,84.000108,Pharmaceutical,B,True,2026-02-07T22:27:27.206585
L0711,C108,Construction_Debris,855,4.67,22.206777,80.163617,Pharmaceutical,B,True,2026-02-07T22:27:27.206629
L0712,C228,Plastic,4903,11.71,22.347816,80.809493,Manufacturing,C,False,2026-02-06T22:27:27.206672
L0713,C428,Metal_Scrap,795,26.44,15.694102,79.28391,Chemical,C,True,2026-02-13T22:27:27.206715
L0714,C087,Plastic,3252,14.59,31.893825,74.943809,Energy,C,True,2026-02-27T22:27:27.206757
L0715,C466,Textile,2892,4.17,29.998093,75.962346,Manufacturing,C,True,2026-02-18T22:27:27.206800
L0716,C228,Paper,4786,2.84,24.698141,78.457905,Textile,B,True,2026-02-16T22:27:27.206843
L0717,C334,Paper,3426,6.93,28.624332,75.846639,Pharmaceutical,A,False,2026-02-16T22:27:27.206886
L0718,C018,Metal_Scrap,4602,35.03,31.899908,74.11351,Manufacturing,A,True,2026-02-16T22:27:27.206929
L0719,C216,Construction_Debris,898,2.59,27.64285,74.921964,Chemical,B,False,2026-02-08T22:27:27.206972
L0720,C005,Plastic,4479,11.34,22.831198,85.63654,Chemical,C,True,2026-01-31T22:27:27.207030
L0721,C186,Paper,4943,7.0,21.383876,77.115553,Electronics,B,True,2026-02-02T22:27:27.207078
L0722,C158,Metal_Scrap,4774,22.26,23.93708,75.020083,Construction,A,True,2026-02-13T22:27:27.207123
L0723,C397,Metal_Scrap,2169,32.6,31.276631,79.313077,Food_Processing,B,True,2026-02-25T22:27:27.207167
L0724,C121,Wood,818,5.13,22.63485,77.54345,Electronics,C,True,2026-02-26T22:27:27.207210
L0725,C154,Paper,3798,5.32,24.777638,84.193401,Automotive,C,True,2026-02-01T22:27:27.207254
L0726,C108,Plastic,3503,6.2,12.168406,78.137701,Electronics,A,True,2026-02-14T22:27:27.207297
L0727,C116,Construction_Debris,2452,4.72,13.007003,78.636017,Electronics,B,True,2026-02-08T22:27:27.207340
L0728,C217,Metal_Scrap,4557,36.22,13.857075,76.396044,Energy,B,True,2026-02-10T22:27:27.207383
L0729,C009,Wood,3832,2.46,28.422147,79.171253,Electronics,C,True,2026-01-31T22:27:27.207426
L0730,C095,Plastic,3053,13.27,20.637122,79.505404,Pharmaceutical,C,True,2026-02-19T22:27:27.207469
L0731,C348,Paper,2364,3.05,16.39984,78.705944,Manufacturing,A,True,2026-02-13T22:27:27.207512
L0732,C408,Metal_Scrap,4444,17.6,27.369552,77.121315,Textile,C,True,2026-02-16T22:27:27.207554
L0733,C419,Metal_Scrap,333,39.94,21.007998,78.299827,Automotive,B,True,2026-01-29T22:27:27.207597
L0734,C027,E_Waste,4028,43.42,22.375333,77.073224,Construction,C,True,2026-01-30T22:27:27.207640
L0735,C402,Glass,3670,9.28,27.709441,77.318196,Food_Processing,B,True,2026-02-09T22:27:27.207682
L0736,C303,Metal_Scrap,4252,15.73,20.460581,77.778646,Chemical,C,True,2026-02-25T22:27:27.207725
L0737,C054,Metal_Scrap,1557,32.93,23.988908,76.274056,Energy,B,True,2026-02-09T22:27:27.207768
L0738,C441,Wood,1443,3.01,24.13086,83.318955,Energy,C,True,2026-02-08T22:27:27.207811
L0739,C348,Textile,1087,9.13,29.317277,77.211529,Textile,C,True,2026-02-14T22:27:27.207853
L0740,C482,Plastic,4183,14.86,15.239801,78.638957,Manufacturing,C,True,2026-02-11T22:27:27.207896
L0741,C416,Plastic,1724,5.35,11.806657,77.962436,Automotive,C,True,2026-02-17T22:27:27.207939
L0742,C261,Construction_Debris,4098,4.33,14.843506,81.487238,Construction,C,True,2026-02-27T22:27:27.207982
L0743,C171,E_Waste,2246,38.91,26.374292,86.381418,Manufacturing,A,True,2026-02-23T22:27:27.208430
L0744,C155,Metal_Scrap,2800,38.13,31.087166,75.378205,Electronics,A,True,2026-02-07T22:27:27.208587
L0745,C390,Paper,3938,4.59,13.397542,80.672977,Steel,B,True,2026-02-17T22:27:27.208679
L0746,C314,Metal_Scrap,4006,35.25,28.113036,76.044202,Electronics,B,True,2026-02-07T22:27:27.208732
L0747,C387,Plastic,572,18.43,20.558275,75.530021,Chemical,B,False,2026-02-13T22:27:27.208777
L0748,C268,Construction_Debris,4740,2.19,24.89273,78.46165,Textile,B,False,2026-02-21T22:27:27.208845
L0749,C274,Metal_Scrap,907,27.2,22.48166,76.827799,Energy,B,True,2026-01-31T22:27:27.208896
L0750,C172,Plastic,4692,14.71,23.241688,79.713227,Textile,C,True,2026-02-15T22:27:27.208941
L0751,C005,Plastic,1696,18.44,28.240284,79.918361,Electronics,A,True,2026-02-03T22:27:27.208985
L0752,C075,Metal_Scrap,3858,29.13,31.543796,75.277597,Manufacturing,C,False,2026-02-20T22:27:27.209029
L0753,C425,Wood,2593,3.75,22.599739,79.090649,Pharmaceutical,B,False,2026-02-06T22:27:27.209073
L0754,C435,Metal_Scrap,1542,30.45,27.232097,79.240502,Manufacturing,B,True,2026-02-02T22:27:27.209116
L0755,C320,Construction_Debris,3444,4.09,24.966554,84.960377,Textile,B,False,2026-02-03T22:27:27.209159
L0756,C433,Glass,2921,4.52,24.683084,80.705335,Energy,C,True,2026-02-15T22:27:27.209202
L0757,C299,Metal_Scrap,629,35.52,13.670327,79.897473,Manufacturing,C,True,2026-02-23T22:27:27.209245
L0758,C171,Metal_Scrap,1728,38.63,22.876702,89.791501,Energy,C,True,2026-02-20T22:27:27.209288
L0759,C122,Plastic,2749,5.22,31.864758,75.806956,Steel,C,True,2026-02-08T22:27:27.209331
L0760,C006,Organic,3085,0.77,12.623363,76.979643,Manufacturing,B,True,2026-02-19T22:27:27.209400
L0761,C270,Construction_Debris,3693,4.09,20.886216,75.855743,Food_Processing,C,True,2026-02-06T22:27:27.209514
L0762,C446,E_Waste,4918,70.75,12.32239,81.928174,Steel,C,True,2026-02-27T22:27:27.209564
L0763,C420,Glass,3046,7.07,29.538609,79.088524,Food_Processing,B,False,2026-02-17T22:27:27.209684
L0764,C451,Metal_Scrap,1702,26.32,22.513144,76.362067,Construction,C,False,2026-02-15T22:27:27.209739
L0765,C338,Plastic,4805,16.87,31.279608,76.229527,Construction,C,True,2026-02-01T22:27:27.209785
L0766,C252,Wood,143,3.12,12.948412,81.229658,Food_Processing,B,True,2026-02-04T22:27:27.209830
L0767,C087,Organic,3085,1.15,24.092991,75.456071,Pharmaceutical,B,True,2026-02-14T22:27:27.210076
L0768,C269,Metal_Scrap,2683,33.33,21.282013,76.106082,Construction,C,True,2026-02-27T22:27:27.210167
L0769,C410,Plastic,1384,7.61,21.004637,81.494551,Manufacturing,C,False,2026-02-01T22:27:27.210225
L0770,C455,Textile,1121,8.84,11.984405,78.712523,Automotive,C,False,2026-02-25T22:27:27.210279
L0771,C361,Paper,3777,7.38,16.184734,78.754698,Energy,A,True,2026-02-05T22:27:27.210327
L0772,C451,Organic,2677,2.89,29.466156,79.566141,Textile,B,True,2026-02-06T22:27:27.210371
L0773,C023,Plastic,4782,15.99,27.264336,74.447919,Chemical,C,True,2026-02-08T22:27:27.210416
L0774,C175,Plastic,2833,10.73,23.251005,83.442871,Automotive,A,False,2026-02-09T22:27:27.210459
L0775,C352,Organic,4604,1.89,20.432569,81.672914,Electronics,C,True,2026-02-18T22:27:27.210503
L0776,C322,Organic,3356,0.02,11.006417,76.026443,Food_Processing,C,True,2026-02-10T22:27:27.210546
L0777,C248,Organic,1590,0.54,12.748138,80.710136,Electronics,C,True,2026-02-26T22:27:27.210589
L0778,C492,Textile,2281,4.41,22.287433,84.54016,Textile,A,False,2026-02-12T22:27:27.210633
L0779,C418,Paper,2834,6.02,23.452149,87.812519,Energy,C,True,2026-02-18T22:27:27.210676
L0780,C232,Paper,2030,3.22,21.197555,77.522213,Energy,B,True,2026-02-27T22:27:27.210719
L0781,C423,E_Waste,1434,47.55,13.894248,77.833607,Chemical,B,True,2026-02-08T22:27:27.210763
L0782,C404,Construction_Debris,4329,4.85,20.417363,81.701386,Manufacturing,B,True,2026-02-01T22:27:27.210806
L0783,C364,Metal_Scrap,1212,27.63,21.882333,77.072604,Automotive,C,True,2026-02-11T22:27:27.210849
L0784,C449,Organic,3473,2.89,30.074647,77.097209,Electronics,C,False,2026-02-13T22:27:27.210892
L0785,C331,Metal_Scrap,1348,30.64,20.402547,86.339398,Automotive,B,True,2026-02-05T22:27:27.210935
L0786,C303,Metal_Scrap,238,21.63,21.088458,76.106543,Chemical,B,False,2026-02-13T22:27:27.210978
L0787,C038,Plastic,4801,16.44,16.128691,81.777762,Food_Processing,A,True,2026-02-11T22:27:27.211022
L0788,C002,Plastic,1888,15.72,21.579517,75.343204,Energy,A,True,2026-02-09T22:27:27.211065
L0789,C485,Organic,4316,1.67,21.778281,76.354907,Pharmaceutical,A,True,2026-02-01T22:27:27.211108
L0790,C326,Paper,1389,4.09,31.609465,76.247902,Pharmaceutical,B,True,2026-02-27T22:27:27.211151
L0791,C348,Metal_Scrap,981,22.74,16.760487,79.446021,Electronics,A,True,2026-02-06T22:27:27.211194
L0792,C025,Metal_Scrap,4122,25.29,29.516583,75.503046,Chemical,C,True,2026-02-04T22:27:27.211238
L0793,C184,Organic,314,2.78,29.036618,75.891155,Automotive,A,True,2026-01-29T22:27:27.211283
L0794,C051,Plastic,3688,19.35,30.712088,74.402656,Chemical,B,True,2026-02-01T22:27:27.211326
L0795,C196,Metal_Scrap,2014,38.82,28.291669,77.062676,Steel,B,False,2026-02-17T22:27:27.211369
L0796,C050,Organic,4768,0.34,31.548588,75.839955,Steel,B,False,2026-01-30T22:27:27.211412
L0797,C329,Metal_Scrap,4019,30.63,31.479621,77.72131,Manufacturing,B,True,2026-02-06T22:27:27.211455
L0798,C025,E_Waste,796,30.9,27.727536,75.413261,Electronics,C,False,2026-02-27T22:27:27.211498
L0799,C358,Metal_Scrap,4676,23.59,24.890635,76.338132,Pharmaceutical,B,True,2026-01-30T22:27:27.211541
L0800,C350,Paper,3289,5.11,31.497384,74.213048,Food_Processing,C,True,2026-02-20T22:27:27.211584
L0801,C491,Organic,1603,0.74,21.551459,78.429344,Manufacturing,B,True,2026-02-05T22:27:27.211627
L0802,C322,Wood,708,2.43,16.555816,78.176879,Steel,B,False,2026-01-29T22:27:27.211670
