company_id,month_index,industry,company_size,employee_total,facility_area_sqm,operating_hours_per_day,operating_days_per_week,number_of_shifts,monthly_electricity_kwh,peak_demand_kw,power_factor,renewable_energy_percent,electricity_provider,diesel_liters_monthly,petrol_liters_monthly,natural_gas_kg_monthly,lpg_kg_monthly,coal_tons_monthly,furnace_oil_liters_monthly,biomass_tons_monthly,water_consumption_kl_monthly,water_recycling_percent,metal_scrap_kg_monthly,plastic_waste_kg_monthly,organic_waste_kg_monthly,paper_waste_kg_monthly,wood_waste_kg_monthly,production_volume_monthly,raw_material_consumption_tons,avg_temperature,scope1_kg,scope2_kg,scope3_kg,total_co2_kg,emission_intensity
C095,14,Chemical,Mid,1094,31967.2,19,5,3,64362.46,965.44,0.947,26.98,Adani Electricity,6135.46,186.91,4484.46,499.57,4.312,387.0,0,547.0,24.22,5593.9,2237.6,1118.8,1118.8,0,3223.5,161.17,20.152607271012187,41107.57,38535.63,32234.53,111877.73,102.26
C095,15,Chemical,Mid,1458,69656.7,20,7,2,63060.75,945.91,0.919,18.2,Tata Power,6566.41,51.54,4799.45,214.14,4.6149,94.55,0,729.0,8.35,5821.4,2328.6,1164.3,1164.3,0,3013.5,150.68,30.92715026181699,43994.98,42298.2,30135.01,116428.19,79.85
C095,16,Chemical,Mid,2170,50437.3,14,7,3,62981.28,944.72,0.912,17.41,Adani Electricity,7743.77,98.47,5659.99,149.06,5.4423,272.83,0,1085.0,11.31,6568.4,2627.3,1313.7,1313.7,0,3682.9,184.15,32.32042689003737,51883.24,42654.86,36829.33,131367.43,60.54
C095,17,Chemical,Mid,2197,44753.8,11,5,3,65469.27,982.04,0.949,17.67,BESCOM,5990.49,153.71,4378.51,443.45,4.2101,164.19,0,1098.5,35.6,6276.6,2510.6,1255.3,1255.3,0,4119.6,205.98,29.79573457267425,40136.3,44199.64,41195.69,125531.62,57.14
C095,18,Chemical,Mid,2750,39914.7,20,7,2,74731.71,1120.98,0.904,25.49,Adani Electricity,7784.95,81.29,5690.09,443.74,5.4712,60.99,0,1375.0,7.8,6429.2,2571.7,1285.8,1285.8,0,3076.4,153.82,28.16004985633281,52159.18,45659.65,30764.49,128583.31,46.76
C095,19,Chemical,Mid,447,14033.2,13,7,1,51400.47,771.01,0.851,11.18,MSEDCL,5381.92,115.47,3933.7,262.42,3.7824,116.14,0,223.5,1.52,5234.8,2093.9,1047.0,1047.0,0,3120.0,156.0,32.71533791546968,36058.88,37437.33,31199.77,104695.99,234.22
C095,20,Chemical,Mid,1209,25063.7,17,5,2,60229.34,903.44,0.861,16.95,BESCOM,6764.88,176.76,4944.52,385.47,4.7543,141.59,0,604.5,29.98,5195.2,2078.1,1039.0,1039.0,0,1756.2,87.81,26.452909319018985,45324.72,41016.93,17562.14,103903.79,85.94
C096,1,Chemical,Enterprise,6032,300881.7,12,5,1,84565.03,1268.48,0.925,10.26,BESCOM,11190.87,65.83,8179.51,120.07,7.8649,11.44,0,3016.0,21.56,9325.9,3730.4,1865.2,1865.2,0,4931.3,246.57,26.400886698100905,74978.81,62226.85,49313.01,186518.67,30.92
C096,2,Chemical,Enterprise,7396,82130.0,12,6,1,91032.13,1365.48,0.887,27.46,Tata Power,11797.79,147.34,8623.11,403.81,8.2915,429.82,0,3698.0,36.72,8652.0,3460.8,1730.4,1730.4,0,3984.6,199.23,33.85228033033178,79045.22,54148.82,39845.71,173039.75,23.4
C096,3,Chemical,Enterprise,9489,425054.3,8,6,1,72591.87,1088.88,0.966,0.31,Tata Power,11446.52,59.27,8366.36,227.96,8.0446,71.19,0,4744.5,47.46,8805.3,3522.1,1761.1,1761.1,0,4007.5,200.37,34.78912349333122,76691.66,59339.8,40074.56,176106.02,18.56
C096,4,Chemical,Enterprise,2447,25567.3,12,7,3,100048.12,1500.72,0.938,7.01,Adani Electricity,12861.63,69.16,9400.68,181.74,9.0391,204.02,0,1223.5,39.03,9929.1,3971.7,1985.8,1985.8,0,3612.2,180.61,29.177772252975927,86172.93,76288.15,36121.6,198582.68,81.15
C096,5,Chemical,Enterprise,12401,167882.8,9,6,2,88994.46,1334.92,0.874,14.33,BESCOM,12608.98,136.07,9216.02,330.99,8.8616,426.1,0,6200.5,19.49,10095.9,4038.4,2019.2,2019.2,0,5492.1,274.6,27.745312439997438,84480.14,62518.14,54920.68,201918.97,16.28
C096,6,Chemical,Enterprise,3412,35592.4,8,5,2,101139.08,1517.09,0.964,24.5,Adani Electricity,13129.71,96.55,9596.62,115.06,9.2275,255.74,0,1706.0,10.69,9605.5,3842.2,1921.1,1921.1,0,4152.3,207.61,27.78965962095308,87969.06,62617.98,41522.84,192109.88,56.3
C096,7,Chemical,Enterprise,5059,111808.7,24,5,2,68703.1,1030.55,0.851,1.86,BESCOM,8852.49,144.6,6470.37,163.55,6.2215,142.85,0,2529.5,10.48,7683.4,3073.4,1536.7,1536.7,0,3906.8,195.34,28.10755407496763,59311.69,55288.68,39068.22,153668.59,30.38
C096,8,Chemical,Enterprise,12189,178712.2,17,5,3,73734.05,1106.01,0.962,2.82,MSEDCL,8479.22,51.75,6197.54,329.72,5.9592,446.52,0,6094.5,10.89,7759.8,3103.9,1552.0,1552.0,0,3962.8,198.14,33.90153741722598,56810.79,58757.37,39627.67,155195.83,12.73
C096,9,Chemical,Enterprise,11978,319380.8,11,6,3,75835.54,1137.53,0.878,7.73,Tata Power,10371.12,184.89,7580.35,211.44,7.2888,288.49,0,5989.0,5.77,7470.3,2988.1,1494.1,1494.1,0,2254.2,112.71,26.927672065056342,69486.52,57376.5,22542.32,149405.34,12.47
C096,10,Chemical,Enterprise,6314,273014.9,16,5,1,93956.73,1409.35,0.862,27.6,MSEDCL,8675.38,92.94,6340.91,196.89,6.097,340.72,0,3157.0,9.76,8005.0,3202.0,1601.0,1601.0,0,4619.3,230.96,29.597596484146585,58125.02,55781.65,46192.8,160099.47,25.36
C096,11,Chemical,Enterprise,8157,227272.7,14,6,2,71761.81,1076.43,0.914,3.42,Adani Electricity,10237.59,105.83,7482.75,154.7,7.195,224.79,0,4078.5,11.45,8088.1,3235.3,1617.6,1617.6,0,3633.7,181.69,32.56524570165816,68591.87,56833.86,36337.09,161762.82,19.83
C096,12,Chemical,Enterprise,11858,374087.6,9,5,3,92478.09,1387.17,0.942,18.84,Tata Power,12439.42,100.65,9092.08,373.74,8.7424,415.42,0,5929.0,16.63,8721.3,3488.5,1744.3,1744.3,0,2954.0,147.7,23.50385387381546,83344.1,61542.28,29539.63,174426.02,14.71
C096,13,Chemical,Enterprise,8725,360877.6,23,5,2,77385.51,1160.78,0.926,0.81,Adani Electricity,13172.79,63.17,9628.11,101.73,9.2578,336.47,0,4362.5,30.72,9229.3,3691.7,1845.9,1845.9,0,3338.4,166.92,31.064209444276756,88257.72,62943.95,33383.53,184585.2,21.16
C096,14,Chemical,Enterprise,2999,85591.0,18,6,3,114499.12,1717.49,0.894,23.25,Tata Power,12960.96,112.78,9473.28,367.57,9.1089,307.97,0,1499.5,18.85,9186.3,3674.5,1837.3,1837.3,0,2482.8,124.14,28.47906810720849,86838.42,72059.33,24828.24,183725.99,61.26
C096,15,Chemical,Enterprise,4554,65957.4,17,6,1,107708.96,1615.63,0.905,22.77,BESCOM,10967.16,116.78,8016.0,395.79,7.7077,404.25,0,2277.0,49.11,8978.0,3591.2,1795.6,1795.6,0,3786.9,189.34,22.841115260451854,73480.0,68211.96,37868.51,179560.47,39.43
C096,16,Chemical,Enterprise,5197,136868.3,24,6,1,102008.35,1530.13,0.882,7.02,MSEDCL,12849.41,126.57,9391.75,212.83,9.0305,142.14,0,2598.5,0.91,10202.8,4081.1,2040.6,2040.6,0,4019.3,200.96,30.38646336134435,86091.06,77772.96,40192.51,204056.53,39.26
C096,17,Chemical,Enterprise,4780,130540.2,12,7,3,122502.56,1837.54,0.886,23.45,MSEDCL,9809.26,116.1,7169.67,476.73,6.8939,13.7,0,2390.0,8.24,10721.9,4288.8,2144.4,2144.4,0,7182.0,359.1,31.665535859696313,65722.01,76895.9,71819.64,214437.55,44.86
C096,18,Chemical,Enterprise,2395,112381.5,20,6,1,121861.41,1827.92,0.877,28.29,BESCOM,10965.92,100.23,8015.09,129.59,7.7068,493.79,0,1197.5,29.02,10369.9,4147.9,2074.0,2074.0,0,6227.3,311.37,27.310155067144763,73471.67,71652.33,62273.01,207397.01,86.6
C096,19,Chemical,Enterprise,4792,60563.1,20,6,3,114087.52,1711.31,0.971,23.79,BESCOM,13328.04,97.12,9741.58,466.13,9.3669,20.98,0,2396.0,11.73,9012.8,3605.1,1802.6,1802.6,0,1966.5,98.33,32.12829194341132,89297.84,71293.98,19665.16,180256.99,37.62
C096,20,Chemical,Enterprise,3498,98788.8,17,5,1,116738.59,1751.08,0.918,20.8,Adani Electricity,9178.0,137.01,6708.29,430.39,6.4503,181.76,0,1749.0,17.4,9539.3,3815.7,1907.9,1907.9,0,5348.0,267.4,27.02001051621984,61492.63,75814.09,53479.9,190786.62,54.54
C097,1,Chemical,Enterprise,6174,124792.3,12,6,2,76666.85,1150.0,0.905,1.16,Adani Electricity,9570.56,102.93,6995.21,440.18,6.7262,354.85,0,3087.0,13.58,10200.8,4080.3,2040.2,2040.2,0,7775.6,388.78,27.525329934702647,64122.77,62137.25,77755.59,204015.6,33.04
C097,2,Chemical,Enterprise,8766,171259.1,10,5,2,98517.23,1477.76,0.926,6.72,Tata Power,10292.07,106.55,7522.57,163.55,7.2332,293.25,0,4383.0,9.82,9426.6,3770.7,1885.3,1885.3,0,4421.7,221.08,26.863986962058036,68956.87,75359.21,44216.74,188532.81,21.51
C097,3,Chemical,Enterprise,4221,112774.6,21,6,1,90577.59,1358.66,0.967,18.19,BESCOM,9492.43,50.93,6938.1,194.62,6.6713,106.89,0,2110.5,17.46,10025.0,4010.0,2005.0,2005.0,0,7614.1,380.7,22.616851125864574,63599.27,60760.03,76140.5,200499.8,47.5
C097,4,Chemical,Enterprise,5595,252405.0,13,5,1,136566.54,2048.5,0.929,23.91,Tata Power,11196.55,175.01,8183.66,152.23,7.8689,15.93,0,2797.5,13.67,11053.9,4421.6,2210.8,2210.8,0,6085.4,304.27,33.51402634020535,75016.88,85207.73,60853.75,221078.36,39.51
C097,5,Chemical,Enterprise,5341,184065.2,11,5,1,113820.33,1707.3,0.901,24.05,BESCOM,11680.5,153.66,8537.38,492.73,8.209,393.96,0,2670.5,22.58,10687.3,4274.9,2137.5,2137.5,0,6459.9,322.99,30.144206865493143,78259.35,70886.73,64598.98,213745.07,40.02
C097,6,Chemical,Enterprise,1915,40386.7,20,6,2,95441.8,1431.63,0.927,12.18,MSEDCL,11865.76,124.33,8672.79,255.41,8.3392,475.31,0,957.5,18.55,11230.9,4492.4,2246.2,2246.2,0,7638.4,381.92,22.504590890707842,79500.57,68733.52,76383.94,224618.02,117.29
C097,7,Chemical,Enterprise,6511,239420.8,16,5,2,85511.47,1282.67,0.865,8.75,Adani Electricity,9493.55,186.17,6938.92,375.35,6.672,83.38,0,3255.5,7.82,9144.3,3657.7,1828.9,1828.9,0,5529.3,276.46,20.73169619845029,63606.8,63987.35,55292.63,182886.78,28.09
C097,8,Chemical,Enterprise,1476,17815.5,10,5,3,87765.54,1316.48,0.901,10.99,MSEDCL,12649.17,90.72,9245.4,478.48,8.8898,158.8,0,738.0,3.17,9176.7,3670.7,1835.3,1835.3,0,3472.6,173.63,22.509271089401185,84749.47,64058.74,34725.63,183533.84,124.35
C097,9,Chemical,Enterprise,10312,330237.1,10,6,2,118534.92,1778.02,0.955,24.26,Adani Electricity,12134.32,133.71,8869.08,299.39,8.528,301.1,0,5156.0,1.61,9740.6,3896.2,1948.1,1948.1,0,3989.6,199.48,20.49255020945185,81299.94,73614.9,39896.42,194811.25,18.89
C097,10,Chemical,Enterprise,12274,532890.9,8,7,3,114033.09,1710.5,0.865,16.4,Adani Electricity,10818.21,172.6,7907.13,186.45,7.603,155.95,0,6137.0,21.95,10702.4,4281.0,2140.5,2140.5,0,6339.1,316.96,24.077372752481615,72482.04,78174.51,63391.27,214047.81,17.44
C097,11,Chemical,Enterprise,5241,185826.1,21,7,1,118522.2,1777.83,0.956,24.98,Adani Electricity,10228.82,139.29,7476.34,351.34,7.1888,55.76,0,2620.5,20.17,11349.6,4539.8,2269.9,2269.9,0,8554.4,427.72,32.91087347724334,68533.08,72913.89,85544.39,226991.36,43.31
C097,12,Chemical,Enterprise,8270,165030.7,18,5,1,119495.41,1792.43,0.973,4.29,Tata Power,14504.54,171.12,10601.5,362.26,10.1937,70.69,0,4135.0,4.7,12013.0,4805.2,2402.6,2402.6,0,4929.5,246.48,25.17544434517588,97180.41,93784.48,49295.33,240260.22,29.05
C097,13,Chemical,Enterprise,7226,81453.6,22,7,2,130648.36,1959.73,0.967,22.86,BESCOM,18734.87,54.06,13693.49,146.61,13.1668,365.43,0,3613.0,18.46,12747.5,5099.0,2549.5,2549.5,0,4678.7,233.94,25.016561537639674,125523.61,82638.29,46787.45,254949.35,35.28
C097,14,Chemical,Enterprise,1117,53408.8,11,6,1,167628.57,2514.43,0.909,26.6,Tata Power,15326.88,83.65,11202.55,341.69,10.7717,216.63,0,558.5,19.14,12936.5,5174.6,2587.3,2587.3,0,5514.6,275.73,21.600703328179364,102690.08,100893.45,55145.68,258729.2,231.63
C097,15,Chemical,Enterprise,10377,137294.4,24,5,3,129292.6,1939.39,0.875,11.47,BESCOM,17461.67,161.79,12762.9,270.99,12.272,420.07,0,5188.5,26.54,12515.4,5006.2,2503.1,2503.1,0,3945.5,197.28,31.472855736575617,116993.22,93859.2,39455.24,250307.65,24.12
C097,16,Chemical,Enterprise,8733,408043.8,21,6,1,146475.04,2197.13,0.875,18.3,MSEDCL,17244.36,68.31,12604.06,348.88,12.1193,441.38,0,4366.5,5.06,13820.1,5528.0,2764.0,2764.0,0,6273.4,313.67,32.74538979965391,115537.2,98130.33,62733.81,276401.34,31.65
C097,17,Chemical,Enterprise,12112,218838.4,9,6,2,133813.39,2007.2,0.857,12.16,Tata Power,17422.53,164.5,12734.28,221.04,12.2445,492.88,0,6056.0,25.04,14563.9,5825.5,2912.8,2912.8,0,7816.6,390.83,27.748089879616142,116730.92,96380.73,78165.81,291277.45,24.05
C097,18,Chemical,Enterprise,5021,133676.0,19,5,1,128382.66,1925.74,0.895,16.15,BESCOM,20392.01,168.57,14904.7,277.31,14.3314,82.9,0,2510.5,15.66,13904.4,5561.8,2780.9,2780.9,0,5319.0,265.95,23.185693461576054,136626.45,88271.84,53190.38,278088.68,55.39
C097,19,Chemical,Enterprise,7597,377730.3,9,7,3,98001.84,1470.03,0.94,2.18,Tata Power,12442.29,58.36,9094.18,182.25,8.7444,272.23,0,3798.5,8.92,11099.8,4439.9,2220.0,2220.0,0,6002.6,300.13,32.50682496947963,83363.33,78607.58,60025.7,221996.61,29.22
C097,20,Chemical,Enterprise,9145,221412.0,11,6,2,116247.15,1743.71,0.942,6.59,MSEDCL,15711.28,141.51,11483.52,489.22,11.0418,467.69,0,4572.5,0.47,11666.3,4666.5,2333.3,2333.3,0,3902.0,195.1,21.200441452575493,105265.6,89039.9,39019.76,233325.26,25.51
C098,1,Chemical,SME,552,13318.8,22,7,3,22617.89,339.27,0.92,21.51,BESCOM,2461.41,81.96,1799.07,240.64,1.7299,145.72,0,276.0,33.43,2088.8,835.5,417.8,417.8,0,1072.8,53.64,32.422028507044374,16491.46,14557.07,10727.66,41776.19,75.68
C098,2,Chemical,SME,936,42816.4,22,6,2,18781.64,281.72,0.947,15.17,Tata Power,2388.81,74.44,1746.0,146.83,1.6788,279.45,0,468.0,15.02,1939.6,775.8,387.9,387.9,0,972.2,48.61,34.96139569378967,16005.02,13064.11,9721.9,38791.03,41.44
C098,3,Chemical,SME,748,21918.7,12,5,1,18575.32,278.63,0.878,7.33,Adani Electricity,1988.21,185.05,1453.2,266.28,1.3973,437.36,0,374.0,3.2,1944.9,778.0,389.0,389.0,0,1146.2,57.31,33.285787179988205,13321.03,14115.63,11461.71,38898.37,52.0
C098,4,Chemical,SME,121,3373.3,24,7,1,25072.85,376.09,0.93,29.54,MSEDCL,2731.05,168.97,1996.15,193.71,1.9194,185.25,0,60.5,19.1,2215.1,886.1,443.0,443.0,0,1151.9,57.59,34.33759491365213,18298.06,14485.57,11518.97,44302.61,366.14
C098,5,Chemical,SME,386,14901.7,14,5,1,22582.28,338.73,0.891,12.82,MSEDCL,2284.42,150.57,1669.71,358.02,1.6055,110.83,0,193.0,7.18,2222.2,888.9,444.4,444.4,0,1299.5,64.98,34.679423843480876,15305.64,16143.9,12995.3,44444.84,115.14
C098,6,Chemical,SME,1176,46821.3,24,7,1,19894.06,298.41,0.923,10.8,Adani Electricity,2495.46,135.9,1823.95,489.46,1.7538,39.94,0,588.0,23.02,2124.2,849.7,424.8,424.8,0,1121.4,56.07,25.94406441113196,16719.58,14551.22,11213.51,42484.31,36.13
C098,7,Chemical,SME,467,13059.9,18,6,1,19919.32,298.79,0.88,11.25,BESCOM,2658.35,91.99,1943.01,370.76,1.8683,71.78,0,233.5,6.07,1855.1,742.0,371.0,371.0,0,479.5,23.97,21.73466717097299,17810.93,14495.61,4794.97,37101.5,79.45
C098,8,Chemical,SME,203,9094.5,15,6,2,20268.21,304.02,0.955,23.01,BESCOM,1839.86,160.21,1344.77,451.59,1.293,167.64,0,101.5,35.9,1795.7,718.3,359.1,359.1,0,1079.2,53.96,20.930714215419226,12327.07,12795.75,10791.75,35914.58,176.92
C098,9,Chemical,SME,463,6095.4,21,5,3,19951.42,299.27,0.894,17.93,Tata Power,1752.36,142.25,1280.81,456.42,1.2316,30.13,0,231.5,44.66,1871.6,748.6,374.3,374.3,0,1226.3,61.32,23.595147629169112,11740.8,13427.34,12263.26,37431.4,80.85
C098,10,Chemical,SME,647,20180.8,15,5,1,18668.35,280.03,0.933,1.72,MSEDCL,2436.14,191.71,1780.6,430.94,1.7121,492.4,0,323.5,43.81,1891.5,756.6,378.3,378.3,0,646.3,32.32,29.25088923964069,16322.17,15045.17,6463.34,37830.68,58.47
C098,11,Chemical,SME,767,28940.0,11,6,1,22603.26,339.05,0.902,18.01,MSEDCL,1985.91,116.23,1451.52,422.72,1.3957,165.34,0,383.5,8.25,2041.3,816.5,408.3,408.3,0,1232.4,61.62,25.67457369475221,13305.6,15197.28,12323.7,40826.58,53.23
C098,12,Chemical,SME,1323,41833.1,20,5,1,16435.43,246.53,0.938,8.55,Adani Electricity,2592.09,53.78,1894.58,341.49,1.8217,357.06,0,661.5,43.99,1957.6,783.1,391.5,391.5,0,946.1,47.31,31.578250415970857,17366.98,12324.25,9461.39,39152.63,29.59
C098,13,Chemical,SME,1015,17090.1,22,7,1,25879.43,388.19,0.912,26.04,BESCOM,3110.16,168.49,2273.24,232.46,2.1858,230.21,0,507.5,1.99,2095.6,838.2,419.1,419.1,0,537.8,26.89,33.33511100652646,20838.08,15695.64,5377.92,41911.64,41.29
C098,14,Chemical,SME,511,10487.0,15,6,1,16664.8,249.97,0.924,5.23,Tata Power,2888.16,124.89,2110.98,241.55,2.0298,466.72,0,255.5,2.71,2117.3,846.9,423.5,423.5,0,1004.5,50.22,22.289319617753456,19350.68,12950.79,10044.87,42346.34,82.87
C098,15,Chemical,SME,844,24803.6,23,6,2,19899.9,298.5,0.864,21.58,BESCOM,2684.34,101.26,1962.01,174.15,1.8865,89.16,0,422.0,29.27,2126.9,850.8,425.4,425.4,0,1175.7,58.79,28.203819419360684,17985.1,12796.56,11757.27,42538.93,50.4
C098,16,Chemical,SME,1011,19561.2,11,6,1,24478.48,367.18,0.898,0.97,BESCOM,3324.63,95.83,2430.0,155.16,2.3365,44.02,0,505.5,36.02,2602.2,1040.9,520.4,520.4,0,989.2,49.46,30.559525502065398,22275.01,19877.17,9892.17,52044.35,51.48
C098,17,Chemical,SME,934,45933.4,10,6,1,26606.1,399.09,0.869,16.83,Tata Power,3906.98,142.51,2855.64,333.59,2.7458,67.42,0,467.0,26.02,2709.0,1083.6,541.8,541.8,0,985.8,49.29,21.04325772110698,26176.74,18144.33,9858.2,54179.26,58.01
C098,18,Chemical,SME,495,15945.2,19,6,3,24293.86,364.41,0.896,17.37,MSEDCL,3801.18,52.89,2778.31,193.89,2.6715,293.88,0,247.5,48.1,2638.7,1055.5,527.7,527.7,0,1084.4,54.22,21.553678272061916,25467.87,16461.19,10843.96,52773.03,106.61
C098,19,Chemical,SME,1222,18514.7,10,7,2,20360.02,305.4,0.932,7.52,Tata Power,2767.27,78.18,2022.62,310.78,1.9448,343.42,0,611.0,24.55,2105.2,842.1,421.0,421.0,0,812.3,40.62,29.909109977164665,18540.73,15440.54,8123.09,42104.35,34.46
C098,20,Chemical,SME,124,3467.9,12,5,1,26987.46,404.81,0.88,24.58,Adani Electricity,1915.45,81.24,1400.02,156.48,1.3462,379.48,0,62.0,16.13,2099.8,839.9,420.0,420.0,0,1247.3,62.37,23.66060800763365,12833.5,16689.7,12473.36,41996.55,338.68
C099,1,Chemical,Mid,1371,54275.4,19,6,3,18809.9,282.15,0.92,11.81,MSEDCL,2433.73,119.79,1778.84,373.99,1.7104,430.37,0,685.5,20.78,2043.1,817.2,408.6,408.6,0,1095.3,54.77,27.9792570822011,16306.0,13602.47,10953.46,40861.93,29.8
C099,2,Chemical,Mid,55,1862.9,18,7,1,21775.81,326.64,0.931,19.08,BESCOM,1929.4,54.84,1410.22,119.52,1.356,376.81,0,27.5,18.48,2095.2,838.1,419.0,419.0,0,1452.7,72.64,28.625386819074873,12926.99,14449.3,14527.26,41903.55,761.88
C099,3,Chemical,Mid,1361,54259.1,19,5,1,17919.63,268.79,0.892,7.4,Adani Electricity,2061.55,123.18,1506.8,239.82,1.4488,468.48,0,680.5,28.13,2064.0,825.6,412.8,412.8,0,1386.2,69.31,32.64339010920345,13812.36,13606.53,13862.09,41280.98,30.33
C099,4,Chemical,Mid,1851,44865.1,18,6,2,21248.63,318.73,0.968,0.07,Adani Electricity,3212.35,194.25,2347.94,249.64,2.2576,271.36,0,925.5,42.56,2489.7,995.9,497.9,497.9,0,1085.9,54.3,25.009991299250224,21522.76,17412.52,10859.04,49794.31,26.9
C099,5,Chemical,Mid,1007,28785.7,18,7,2,24082.94,361.24,0.891,4.78,MSEDCL,2565.14,74.22,1874.88,162.74,1.8028,474.63,0,503.5,25.48,2411.3,964.5,482.3,482.3,0,1223.5,61.18,22.78861753030931,17186.41,18803.7,12235.35,48225.46,47.89
C099,6,Chemical,Mid,1721,76890.6,21,7,1,30789.53,461.84,0.962,25.92,BESCOM,3331.0,113.82,2434.66,129.43,2.341,175.08,0,860.5,31.2,2443.7,977.5,488.7,488.7,0,785.2,39.26,22.884985544592155,22317.73,18703.52,7852.3,48873.55,28.4
C099,7,Chemical,Mid,798,11945.7,9,7,2,18624.25,279.36,0.891,22.3,BESCOM,2094.64,191.78,1530.99,254.1,1.4721,469.3,0,399.0,13.71,1956.7,782.7,391.3,391.3,0,1323.4,66.17,23.27101453357898,14034.06,11865.84,13234.03,39133.93,49.04
C099,8,Chemical,Mid,2864,126248.3,19,6,3,25753.53,386.3,0.904,29.4,MSEDCL,1810.78,81.25,1323.52,255.17,1.2726,320.42,0,1432.0,43.74,1913.3,765.3,382.7,382.7,0,1122.4,56.12,29.907041935531755,12132.23,14910.28,11223.98,38266.49,13.36
C099,9,Chemical,Mid,485,22832.3,24,6,3,26022.58,390.34,0.89,29.4,MSEDCL,2388.01,129.08,1745.42,107.64,1.6783,248.33,0,242.5,14.55,2026.3,810.5,405.3,405.3,0,946.2,47.31,33.91931273587672,15999.65,15065.12,9462.23,40527.0,83.56
C099,10,Chemical,Mid,2113,70942.8,17,7,2,27057.91,405.87,0.939,27.03,MSEDCL,2398.77,150.17,1753.28,243.04,1.6858,232.17,0,1056.5,27.75,2050.7,820.3,410.1,410.1,0,875.2,43.76,32.02778612585905,16071.74,16189.97,8751.85,41013.56,19.41
C099,11,Chemical,Mid,1825,32053.6,19,5,3,16441.37,246.62,0.866,2.27,MSEDCL,2385.82,70.19,1743.82,121.37,1.6767,59.93,0,912.5,23.57,2104.7,841.9,420.9,420.9,0,1293.3,64.66,30.02697882753347,15985.01,13175.5,12932.65,42093.15,23.06
C099,12,Chemical,Mid,1410,59300.7,24,5,1,21938.86,329.08,0.971,12.15,MSEDCL,2135.18,155.99,1560.62,373.42,1.5006,400.2,0,705.0,9.19,2174.9,870.0,435.0,435.0,0,1338.7,66.94,25.28419839971305,14305.71,15804.82,13387.12,43497.65,30.85
C099,13,Chemical,Mid,31,384.0,23,5,2,21275.52,319.13,0.905,20.67,Adani Electricity,2561.02,199.1,1871.87,266.73,1.7999,23.28,0,15.5,15.3,2101.7,840.7,420.3,420.3,0,1103.6,55.18,30.136562782609275,17158.85,13840.19,11035.56,42034.6,1355.95
C099,14,Chemical,Mid,650,8872.4,11,7,2,16835.44,252.53,0.904,14.25,Tata Power,2081.24,66.89,1521.2,416.45,1.4627,13.14,0,325.0,22.16,1936.7,774.7,387.3,387.3,0,1295.2,64.76,28.81145430328823,13944.29,11837.98,12952.47,38734.74,59.59
C099,15,Chemical,Mid,1205,35154.9,9,7,1,18977.99,284.67,0.946,15.53,BESCOM,2576.43,161.61,1883.14,337.56,1.8107,39.26,0,602.5,44.48,2080.8,832.3,416.2,416.2,0,1120.9,56.05,29.245694069234574,17262.08,13145.76,11209.14,41616.98,34.54
C099,16,Chemical,Mid,2725,31051.7,16,7,3,23661.65,354.92,0.953,11.2,MSEDCL,2188.5,157.4,1599.6,188.6,1.5381,350.7,0,1362.5,43.44,2371.7,948.7,474.3,474.3,0,1554.1,77.71,21.512472182934133,14662.98,17228.85,15541.46,47433.29,17.41
C099,17,Chemical,Mid,2408,52811.6,16,5,1,17428.19,261.42,0.86,0.89,BESCOM,2117.05,114.38,1547.37,104.63,1.4879,284.02,0,1204.0,6.24,2326.7,930.7,465.3,465.3,0,1818.6,90.93,31.469723611865394,14184.27,14164.14,18185.53,46533.94,19.32
C099,18,Chemical,Mid,822,17001.9,8,7,2,24970.08,374.55,0.861,18.5,MSEDCL,2970.29,141.53,2171.01,426.82,2.0875,179.17,0,411.0,32.67,2288.3,915.3,457.7,457.7,0,917.8,45.89,28.357346294303547,19900.95,16687.45,9178.0,45766.4,55.68
C099,19,Chemical,Mid,118,4295.5,23,7,2,23997.69,359.97,0.93,29.77,Adani Electricity,2294.9,178.6,1677.37,311.4,1.6129,163.88,0,59.0,14.48,1811.7,724.7,362.3,362.3,0,703.9,35.19,28.170444446713795,15375.85,13819.25,7038.78,36233.88,307.07
C099,20,Chemical,Mid,2002,96626.9,11,6,1,19150.6,287.26,0.898,26.47,Tata Power,2537.36,159.62,1854.58,348.85,1.7833,15.8,0,1001.0,17.71,1798.1,719.2,359.6,359.6,0,741.4,37.07,25.187793393542858,17000.34,11546.93,7413.75,35961.01,17.96
C100,1,Chemical,Enterprise,8294,304598.8,13,7,1,134579.61,2018.69,0.936,28.34,MSEDCL,11521.42,114.32,8421.11,190.12,8.0972,253.43,0,4147.0,22.11,10920.6,4368.2,2184.1,2184.1,0,6213.4,310.67,25.18175011769493,77193.54,79083.88,62134.4,218411.81,26.33
C100,2,Chemical,Enterprise,10518,521867.0,23,5,2,142649.12,2139.74,0.936,29.41,Adani Electricity,11785.67,62.52,8614.26,208.22,8.2829,410.98,0,5259.0,37.36,10479.2,4191.7,2095.8,2095.8,0,4804.6,240.23,27.51870132486934,78964.01,82573.59,48045.56,209583.16,19.93
C100,3,Chemical,Enterprise,10436,319879.1,19,7,1,97489.3,1462.34,0.858,0.24,BESCOM,10940.37,103.96,7996.42,166.67,7.6889,421.03,0,5218.0,19.45,10871.7,4348.7,2174.3,2174.3,0,6438.4,321.92,27.936626422832877,73300.49,79749.94,64384.36,217434.79,20.84
